,gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
1089,ESPORTSTMNT01/1323375,OPL,MAMMOTH,Dire Wolves,Fiora,Gragas,Ekko,Ezreal,Yuumi,Camille,LeeSin,Ryze,Kaisa,Nautilus,0
1090,5984-7379,LPL,EDward Gaming,JD Gaming,Sett,Sejuani,Irelia,MissFortune,Braum,Aatrox,Elise,Azir,Caitlyn,Thresh,1
1091,5984-7380,LPL,JD Gaming,EDward Gaming,Mordekaiser,JarvanIV,Leblanc,Varus,Thresh,Renekton,Sejuani,Azir,MissFortune,Nautilus,1
1092,ESPORTSTMNT01/1323409,PCS,Machi Esports,Talon Esports,Aatrox,Elise,Varus,MissFortune,TahmKench,Renekton,LeeSin,Zoe,Jinx,Thresh,1
1093,5984-7381,LPL,JD Gaming,EDward Gaming,Mordekaiser,LeeSin,Syndra,Aphelios,Leona,Renekton,Sejuani,Ekko,MissFortune,Nautilus,0
1094,ESPORTSTMNT01/1323432,PCS,Nova Esports,ahq eSports Club,Kalista,Sejuani,Orianna,Varus,Karma,Aatrox,JarvanIV,Syndra,Senna,TahmKench,1
1095,5985-7382,LPL,Royal Never Give Up,Vici Gaming,Aatrox,Elise,Syndra,Kalista,Leona,Renekton,Sejuani,Sylas,MissFortune,Nautilus,0
1096,ESPORTSTMNT01/1323461,PCS,Hong Kong Attitude,J Team,Ornn,RekSai,Azir,MissFortune,Bard,Aatrox,Sejuani,Sylas,Caitlyn,Braum,1
1097,5985-7383,LPL,Vici Gaming,Royal Never Give Up,Renekton,Gragas,Qiyana,MissFortune,Nautilus,Aatrox,RekSai,Lissandra,Varus,Leona,1
1098,ESPORTSTMNT01/1323486,PCS,ahq eSports Club,Resurgence,Renekton,JarvanIV,Syndra,MissFortune,Yuumi,Poppy,Trundle,Ekko,Varus,Braum,1
1099,ESPORTSTMNT01/1323509,PCS,Alpha Esports,Berjaya Dragons,Aatrox,Elise,Sylas,MissFortune,Thresh,Mordekaiser,RekSai,Qiyana,Ezreal,Nautilus,0
1100,ESPORTSTMNT04/1150374,LEC,MAD Lions,SK Gaming,Gnar,Olaf,Zoe,Senna,Trundle,Sett,Gragas,Viktor,Aphelios,TahmKench,1
1101,ESPORTSTMNT04/1140340,LEC,Misfits Gaming,FC Schalke 04 Esports,Gangplank,Gragas,Ornn,Varus,Galio,Maokai,LeeSin,Azir,Aphelios,Nautilus,0
1102,ESPORTSTMNT01/1313641,LCS.A,Golden Guardians Academy,Team Liquid Academy,Sett,Karthus,Ornn,Xayah,Rakan,Gangplank,Olaf,Sylas,MissFortune,Nautilus,0
1103,ESPORTSTMNT04/1140351,LEC,Excel Esports,Fnatic,Renekton,Karthus,Ornn,Draven,Blitzcrank,Pantheon,Gragas,Cassiopeia,Kaisa,Thresh,0
1104,ESPORTSTMNT01/1313662,LCS.A,Evil Geniuses Academy,Dignitas Academy,Sett,LeeSin,Zoe,Aphelios,TahmKench,Neeko,Olaf,Cassiopeia,Senna,Morgana,1
1105,ESPORTSTMNT01/1313692,LCS.A,CLG Academy,Cloud9 Academy,Aatrox,Sejuani,Sylas,Taliyah,Pyke,Camille,Zac,Ornn,Varus,TahmKench,0
1106,ESPORTSTMNT04/1140380,LEC,G2 Esports,Rogue,Sett,Pantheon,Corki,Taliyah,Thresh,Aatrox,Sejuani,Ekko,Draven,Nautilus,1
1107,ESPORTSTMNT01/1313707,LCS.A,100 Thieves Academy,FlyQuest Academy,Ornn,Graves,Sylas,MissFortune,Nautilus,Sett,Sejuani,Azir,Kaisa,Thresh,1
1108,ESPORTSTMNT04/1150442,LEC,Origen,Team Vitality,Renekton,Sylas,Ornn,Aphelios,Braum,Olaf,Gragas,Azir,MissFortune,Leona,1
1109,ESPORTSTMNT01/1313713,LCS.A,Immortals Academy,TSM Academy,Ornn,RekSai,Zoe,Varus,Thresh,Gangplank,Trundle,Azir,MissFortune,Braum,0
1110,ESPORTSTMNT01/1313781,LJL,V3 Esports,AXIZ,Sett,Nidalee,Syndra,Senna,TahmKench,Kalista,RekSai,Azir,Varus,Taric,1
1111,ESPORTSTMNT01/1313804,OPL,Avant Gaming,Chiefs Esports Club,Renekton,JarvanIV,Rumble,Aphelios,Braum,Ornn,LeeSin,Sylas,MissFortune,Nautilus,1
1112,ESPORTSTMNT01/1313809,LJL,V3 Esports,AXIZ,Sett,LeeSin,Rumble,Varus,Thresh,Aatrox,RekSai,Syndra,Kalista,Nautilus,1
1113,ESPORTSTMNT01/1313818,OPL,ORDER,Legacy Esports,Sett,Kindred,Orianna,Tristana,Senna,Gnar,Olaf,TwistedFate,Ezreal,Yuumi,0
1114,5986-7384,LPL,Oh My God,Dominus Esports,Irelia,Sejuani,Zoe,Senna,TahmKench,Aatrox,Elise,Cassiopeia,MissFortune,Yuumi,1
1115,ESPORTSTMNT01/1313832,LJL,V3 Esports,AXIZ,Aatrox,RekSai,Ekko,Kalista,Sett,Camille,LeeSin,Orianna,MissFortune,Thresh,1
1116,ESPORTSTMNT01/1313839,OPL,Pentanet.GG,Dire Wolves,Maokai,LeeSin,Ekko,Varus,TahmKench,Olaf,RekSai,Syndra,Xayah,Rakan,0
1117,5986-7385,LPL,Dominus Esports,Oh My God,Renekton,Sylas,Zoe,Kaisa,Nautilus,Ornn,LeeSin,Ekko,Aphelios,Thresh,0
1118,ESPORTSTMNT01/1313856,OPL,Gravitas,MAMMOTH,Renekton,Ekko,Syndra,Lucian,Blitzcrank,Sett,Elise,Orianna,Aphelios,Braum,1
1119,5987-7386,LPL,Bilibili Gaming,eStar,Renekton,Sylas,Leblanc,Varus,TahmKench,Sett,RekSai,Lissandra,MissFortune,Rakan,1
1120,ESPORTSTMNT01/1313895,PCS,Resurgence,Berjaya Dragons,Aatrox,Skarner,Syndra,Varus,Braum,Sett,RekSai,Ekko,MissFortune,Karma,0
1121,ESPORTSTMNT01/1313896,LJL,Rascal Jester,Crest Gaming Act,Neeko,Olaf,Ornn,Aphelios,Morgana,Renekton,Elise,Akali,Varus,Nautilus,1
1122,5987-7387,LPL,Bilibili Gaming,eStar,Gangplank,Sylas,Leblanc,Ashe,Braum,Renekton,RekSai,Lissandra,Varus,Morgana,0
1123,ESPORTSTMNT01/1323919,PCS,Machi Esports,Nova Esports,Sett,Elise,Azir,Aphelios,Blitzcrank,Irelia,Sejuani,Orianna,Senna,TahmKench,1
1124,5987-7388,LPL,Bilibili Gaming,eStar,Gangplank,Olaf,Karma,Varus,Leona,Renekton,LeeSin,Corki,Ezreal,Nautilus,0
1125,ESPORTSTMNT01/1313913,LJL,Crest Gaming Act,Rascal Jester,Sett,JarvanIV,Azir,Kalista,Thresh,Karma,RekSai,Ornn,Varus,Blitzcrank,1
1126,5988-7389,LPL,Invictus Gaming,Top Esports,Rumble,Zac,Jayce,Aphelios,Karma,Renekton,Gragas,Leblanc,Senna,Nautilus,1
1127,ESPORTSTMNT01/1323934,LJL,Crest Gaming Act,Rascal Jester,Aatrox,Sejuani,Sylas,Kaisa,Sett,Karma,JarvanIV,Kassadin,Aphelios,Nautilus,1
1128,ESPORTSTMNT01/1313933,PCS,Berjaya Dragons,Liyab Esports,Mordekaiser,RekSai,Zoe,Ezreal,Nautilus,Ornn,JarvanIV,Syndra,Kalista,Leona,0
1129,5988-7390,LPL,Invictus Gaming,Top Esports,Rumble,JarvanIV,Neeko,Aphelios,Nautilus,Jayce,LeeSin,Corki,MissFortune,Leona,1
1130,ESPORTSTMNT01/1323941,LJL,Crest Gaming Act,Rascal Jester,Aatrox,JarvanIV,Ekko,Kaisa,Sett,Kennen,RekSai,Nautilus,Varus,Karma,0
1131,ESPORTSTMNT01/1313939,PCS,J Team,ahq eSports Club,Rumble,RekSai,Neeko,Kalista,Sett,Renekton,Sejuani,Kassadin,MissFortune,Nautilus,0
1132,ESPORTSTMNT04/1140407,LCL,RoX,Dragon Army,Camille,Gragas,Akali,Senna,TahmKench,Ornn,Trundle,Syndra,Ezreal,Karma,1
1133,ESPORTSTMNT01/1323953,LJL,Crest Gaming Act,Rascal Jester,Sett,Sejuani,Sylas,Xayah,Rakan,Karma,RekSai,Diana,Aphelios,Nautilus,1
1134,ESPORTSTMNT01/1313960,PCS,Liyab Esports,Hong Kong Attitude,Gangplank,LeeSin,Galio,Kaisa,Sett,Renekton,RekSai,Sylas,MissFortune,Braum,0
1135,ESPORTSTMNT04/1140414,LCL,Vega Squadron,CrowCrowd,Sett,Olaf,Azir,Ezreal,Yuumi,Renekton,Sejuani,Viktor,Aphelios,Nautilus,0
1136,ESPORTSTMNT01/1313986,PCS,Alpha Esports,Talon Esports,Aatrox,LeeSin,Leblanc,Jinx,TahmKench,Gangplank,Gragas,Lissandra,MissFortune,Sett,1
1137,ESPORTSTMNT04/1140415,LCL,M19,Gambit Esports,Urgot,JarvanIV,Sett,Ziggs,Leona,Renekton,Karthus,Azir,Aphelios,Nautilus,0
1138,ESPORTSTMNT04/1150471,LEC,FC Schalke 04 Esports,Team Vitality,Jayce,Gragas,Corki,MissFortune,Thresh,Sion,LeeSin,Leblanc,Ezreal,Blitzcrank,1
1139,ESPORTSTMNT04/1140422,LCL,Unicorns Of Love.CIS,Elements Pro Gaming,Renekton,Gragas,Azir,Draven,Nautilus,Rumble,RekSai,Lux,Kaisa,Leona,1
1140,ESPORTSTMNT04/1140423,LEC,SK Gaming,Origen,Camille,Gragas,Pantheon,Varus,TahmKench,Renekton,Karthus,Maokai,MissFortune,Nautilus,0
1141,ESPORTSTMNT04/1150486,LEC,Misfits Gaming,MAD Lions,Camille,JarvanIV,Orianna,MissFortune,Nautilus,Aatrox,Gragas,Qiyana,Kalista,Taric,0
1142,ESPORTSTMNT04/1150490,LEC,G2 Esports,Excel Esports,Neeko,Pantheon,Qiyana,Ziggs,Bard,Malphite,Nocturne,Zoe,Varus,TahmKench,1
1143,ESPORTSTMNT04/1140431,LEC,Fnatic,Rogue,Ornn,Gragas,Cassiopeia,Ezreal,Sett,Vladimir,LeeSin,Viktor,Xayah,Rakan,1
1144,ESPORTSTMNT01/1324117,LCS,Team SoloMid,Golden Guardians,Aatrox,Sejuani,Syndra,Aphelios,Thresh,Kennen,JarvanIV,Rumble,Varus,Nautilus,1
1145,ESPORTSTMNT01/1314115,LCS,Cloud9,100 Thieves,Kalista,Gragas,Yasuo,Syndra,Thresh,Ornn,Trundle,Leblanc,Aphelios,TahmKench,1
1146,ESPORTSTMNT01/1324153,LCS,Team Liquid,Evil Geniuses,Mordekaiser,Trundle,Cassiopeia,Varus,Braum,Aatrox,LeeSin,Leblanc,Ashe,TahmKench,0
1147,ESPORTSTMNT01/1314148,LCS,Dignitas,Counter Logic Gaming,Fiora,Pantheon,Rumble,Kaisa,Thresh,Irelia,Karthus,Ornn,MissFortune,Nautilus,1
1148,ESPORTSTMNT01/1324190,LCS,FlyQuest,Immortals,Sett,Gragas,Viktor,Xayah,Rakan,Aatrox,Trundle,Cassiopeia,MissFortune,Morgana,1
1149,5989-7391,LPL,Rogue Warriors,Victory Five,Ornn,JarvanIV,Zoe,Aphelios,Volibear,Aatrox,Elise,Lucian,Senna,Pantheon,1
1150,5989-7392,LPL,Rogue Warriors,Victory Five,Aatrox,Elise,Irelia,Aphelios,Rakan,Maokai,LeeSin,Zoe,Kalista,Braum,1
1151,5990-7393,LPL,LGD Gaming,Suning,Mordekaiser,Elise,Irelia,Kalista,Nautilus,Ornn,JarvanIV,Galio,Varus,TahmKench,1
1152,ESPORTSTMNT01/1314223,PCS,Alpha Esports,Liyab Esports,Aatrox,RekSai,Leblanc,Jinx,TahmKench,Irelia,JarvanIV,Zoe,MissFortune,Yuumi,1
1153,5990-7394,LPL,Suning,LGD Gaming,Kennen,JarvanIV,Zoe,Aphelios,Thresh,Sett,LeeSin,Lissandra,Kalista,Nautilus,1
1154,5990-7395,LPL,LGD Gaming,Suning,Maokai,JarvanIV,Zoe,Kalista,Nautilus,Ornn,Sejuani,Kassadin,Varus,Thresh,0
1155,ESPORTSTMNT01/1314233,PCS,ahq eSports Club,Berjaya Dragons,Gangplank,Sejuani,Zoe,MissFortune,Nautilus,Mordekaiser,RekSai,Syndra,Caitlyn,Morgana,1
1156,5991-7396,LPL,Royal Never Give Up,FunPlus Phoenix,Renekton,Trundle,Sylas,Kaisa,Nautilus,Mordekaiser,Sejuani,Aatrox,MissFortune,Leona,0
1157,ESPORTSTMNT01/1314259,PCS,Machi Esports,Resurgence,Renekton,Sejuani,Syndra,MissFortune,Nautilus,Sett,Gragas,Sylas,Ezreal,Alistar,1
1158,5991-7397,LPL,Royal Never Give Up,FunPlus Phoenix,Renekton,Nocturne,Rumble,Varus,Braum,Aatrox,RekSai,Sylas,MissFortune,Nautilus,0
1159,ESPORTSTMNT01/1314267,PCS,J Team,Talon Esports,Renekton,JarvanIV,Galio,Senna,TahmKench,Kennen,LeeSin,Cassiopeia,Varus,Sett,1
1160,ESPORTSTMNT04/1140445,LCL,RoX,Elements Pro Gaming,Mordekaiser,Gragas,Irelia,Senna,TahmKench,Sett,Sylas,Gangplank,Kalista,Blitzcrank,1
1161,ESPORTSTMNT01/1314288,PCS,Hong Kong Attitude,Resurgence,Gangplank,Elise,Sett,Syndra,Nautilus,Renekton,Pantheon,Taliyah,Kaisa,Morgana,1
1162,ESPORTSTMNT04/1140448,LCL,Dragon Army,CrowCrowd,Ornn,Taliyah,Qiyana,Aphelios,Nautilus,Sett,Trundle,Lucian,Viktor,Taric,0
1163,ESPORTSTMNT01/1314325,PCS,Nova Esports,Talon Esports,Aatrox,Skarner,Azir,MissFortune,Sett,Ornn,LeeSin,Taliyah,Aphelios,Bard,0
1164,ESPORTSTMNT01/1314349,PCS,J Team,Liyab Esports,Gangplank,Gragas,Qiyana,Senna,TahmKench,Ornn,JarvanIV,Leblanc,Varus,Karma,1
1165,ESPORTSTMNT04/1140455,LCL,Vega Squadron,M19,Sett,Sylas,Leblanc,MissFortune,Thresh,Ornn,Karthus,Lucian,Aphelios,Braum,0
1166,ESPORTSTMNT04/1140456,LCL,Unicorns Of Love.CIS,Gambit Esports,Neeko,Trundle,Azir,Senna,TahmKench,Renekton,LeeSin,Irelia,Varus,Brand,1
1167,ESPORTSTMNT01/1324422,LCS,Golden Guardians,Team Liquid,Renekton,Elise,Syndra,Varus,TahmKench,Gangplank,Gragas,Zoe,Xayah,Rakan,0
1168,ESPORTSTMNT01/1324430,LCS,Counter Logic Gaming,Cloud9,Jayce,RekSai,Rumble,Varus,TahmKench,Irelia,Gragas,Yasuo,Aphelios,Bard,0
1169,ESPORTSTMNT01/1324468,LCS,Immortals,Team SoloMid,Ornn,JarvanIV,Orianna,Ezreal,Rakan,Gangplank,Sejuani,Diana,Xayah,Nautilus,1
1170,ESPORTSTMNT01/1324479,LCS,100 Thieves,FlyQuest,Aatrox,Trundle,Orianna,Aphelios,Nautilus,Ornn,RekSai,Ahri,MissFortune,Braum,1
1171,ESPORTSTMNT01/1324492,LCS,Evil Geniuses,Dignitas,Aatrox,LeeSin,Ryze,Aphelios,TahmKench,Fiora,Gragas,Qiyana,Syndra,Nautilus,1
1172,5992-7398,LPL,Top Esports,Dominus Esports,Aatrox,RekSai,Zoe,MissFortune,Leona,Ornn,LeeSin,Neeko,Varus,TahmKench,1
1173,5992-7399,LPL,Dominus Esports,Top Esports,Irelia,Sejuani,Leblanc,Ezreal,Braum,Aatrox,JarvanIV,Syndra,Varus,Rakan,0
1174,5993-7400,LPL,Vici Gaming,EDward Gaming,Renekton,Gragas,Irelia,Kalista,Taric,Mordekaiser,Sejuani,Sett,MissFortune,Alistar,0
1175,5993-7401,LPL,Vici Gaming,EDward Gaming,Renekton,Ekko,Qiyana,MissFortune,Nautilus,Maokai,Gragas,Sett,Varus,Braum,1
1176,5993-7402,LPL,Vici Gaming,EDward Gaming,Renekton,LeeSin,Sylas,MissFortune,Nautilus,Sett,Gragas,Irelia,Varus,Braum,0
1177,5994-7403,LPL,Invictus Gaming,eStar,Rumble,Trundle,Lucian,Ezreal,Nautilus,Maokai,JarvanIV,Corki,Varus,Thresh,0
1178,5994-7404,LPL,Invictus Gaming,eStar,Aatrox,Olaf,Lissandra,Varus,Thresh,Renekton,Elise,Pantheon,Syndra,Blitzcrank,0
1179,5995-7405,LPL,Team WE,Rogue Warriors,Aatrox,RekSai,Diana,Senna,TahmKench,Rumble,JarvanIV,Cassiopeia,Kalista,Thresh,0
1180,5995-7406,LPL,Rogue Warriors,Team WE,Aatrox,Olaf,Azir,Lucian,Braum,Ornn,Kindred,Rumble,Varus,Thresh,0
1181,5995-7407,LPL,Rogue Warriors,Team WE,Mordekaiser,JarvanIV,Leblanc,Kalista,Thresh,Ornn,LeeSin,Galio,MissFortune,Blitzcrank,0
1182,5996-7408,LPL,Suning,LNG Esports,Aatrox,Trundle,Kassadin,MissFortune,Nautilus,Kalista,JarvanIV,Rumble,Varus,Braum,1
1183,5996-7409,LPL,LNG Esports,Suning,Aatrox,Pantheon,Leblanc,MissFortune,Nautilus,Ornn,JarvanIV,Zoe,Varus,Leona,1
1184,5996-7410,LPL,Suning,LNG Esports,Aatrox,Sejuani,TwistedFate,Aphelios,Leona,Mordekaiser,Pantheon,Zoe,Kaisa,Nautilus,1
1185,ESPORTSTMNT01/1324954,LCK,Griffin,Gen.G,Sylas,LeeSin,Rumble,Kaisa,Sett,Ornn,RekSai,Azir,Kalista,Taric,0
1186,5997-7411,LPL,Victory Five,Oh My God,Mordekaiser,Sejuani,Irelia,Aphelios,Thresh,Gangplank,Elise,Zoe,Senna,TahmKench,0
1187,ESPORTSTMNT01/1324986,LCK,Gen.G,Griffin,Irelia,JarvanIV,Neeko,Kalista,Taric,Lucian,LeeSin,Sylas,Ashe,TahmKench,1
1188,5997-7412,LPL,Oh My God,Victory Five,Aatrox,Elise,Jayce,Varus,Yuumi,Renekton,Gragas,Lucian,Senna,TahmKench,1
1189,ESPORTSTMNT01/1325005,LCK,KT Rolster,DAMWON Gaming,Kennen,JarvanIV,Rumble,Kalista,Taric,Ornn,Elise,Pantheon,Kaisa,Galio,1
1190,5998-7413,LPL,Top Esports,JD Gaming,Aatrox,Trundle,Viktor,Aphelios,Nautilus,Sett,Olaf,Taliyah,Ezreal,Yuumi,1
1191,ESPORTSTMNT01/1325012,LCK,DAMWON Gaming,KT Rolster,Sett,Sejuani,Ornn,Senna,Rumble,Kennen,JarvanIV,Syndra,Varus,Karma,1
1192,5998-7414,LPL,JD Gaming,Top Esports,Renekton,Ekko,Azir,MissFortune,Leona,Mordekaiser,Elise,Pantheon,Varus,Nautilus,0
1193,ESPORTSTMNT01/1325025,LCK,KT Rolster,DAMWON Gaming,Aatrox,Olaf,Rumble,Kalista,Taric,Akali,Trundle,Ornn,Kaisa,Rakan,1
1194,5999-7415,LPL,Bilibili Gaming,FunPlus Phoenix,Renekton,RekSai,Leblanc,Varus,Thresh,Sett,LeeSin,Nautilus,Kaisa,Blitzcrank,1
1195,ESPORTSTMNT01/1325041,LCK,Hanwha Life Esports,DRX,Sett,LeeSin,Leblanc,Ezreal,Rumble,Ornn,Olaf,Zoe,Varus,Lulu,0
1196,5999-7416,LPL,Bilibili Gaming,FunPlus Phoenix,Aatrox,Ekko,Qiyana,Varus,Thresh,Sett,Elise,Pantheon,MissFortune,Nautilus,0
1197,5999-7417,LPL,FunPlus Phoenix,Bilibili Gaming,Mordekaiser,LeeSin,Sylas,Aphelios,Rakan,Fiora,Elise,Irelia,Ezreal,Alistar,1
1198,ESPORTSTMNT01/1325066,LCK,DRX,Hanwha Life Esports,Aatrox,LeeSin,Rumble,Aphelios,Thresh,Camille,Elise,Ornn,MissFortune,Nautilus,0
1199,ESPORTSTMNT01/1325077,LCK,Hanwha Life Esports,DRX,Gangplank,Sejuani,Varus,Senna,TahmKench,Renekton,LeeSin,Nautilus,Kaisa,Pyke,1
1200,ESPORTSTMNT01/1315099,CK,Jin Air Green Wings,Seorabeol Gaming,Renekton,JarvanIV,Galio,Aphelios,Nautilus,Aatrox,Kindred,Zoe,Senna,TahmKench,1
1201,ESPORTSTMNT01/1325157,LCK,Afreeca Freecs,SANDBOX Gaming,Sett,Sejuani,Pantheon,Lucian,Yuumi,Aatrox,JarvanIV,Azir,MissFortune,Karma,0
1202,ESPORTSTMNT01/1315109,CK,Seorabeol Gaming,Jin Air Green Wings,Darius,Olaf,Azir,MissFortune,Sett,Aatrox,JarvanIV,Zoe,Varus,TahmKench,1
1203,6000-7418,LPL,Rogue Warriors,Dominus Esports,Renekton,Gragas,Cassiopeia,Kaisa,Nautilus,Aatrox,RekSai,Kassadin,Varus,Leona,0
1204,ESPORTSTMNT01/1315116,CK,Jin Air Green Wings,Seorabeol Gaming,Renekton,LeeSin,Zoe,Aphelios,Senna,Gangplank,Olaf,Azir,MissFortune,Yuumi,0
1205,ESPORTSTMNT01/1325167,LCK,SANDBOX Gaming,Afreeca Freecs,Sett,Sejuani,Azir,Kaisa,Braum,Rumble,JarvanIV,Zoe,Lucian,Alistar,1
1206,6000-7419,LPL,Dominus Esports,Rogue Warriors,Aatrox,JarvanIV,Leblanc,Varus,Leona,Mordekaiser,Olaf,Lissandra,Kaisa,Thresh,1
1207,ESPORTSTMNT01/1325188,LCK,T1,SeolHaeOne Prince,Rumble,JarvanIV,Neeko,Kalista,Taric,Aatrox,RekSai,Azir,Ezreal,Lulu,1
1208,6001-7420,LPL,Team WE,Suning,Ornn,Olaf,Rumble,Kaisa,Sett,Aatrox,Sejuani,Corki,MissFortune,Nautilus,1
1209,ESPORTSTMNT01/1315131,CK,Asura,Team Dynamics,Renekton,Elise,Lucian,MissFortune,Braum,Aatrox,Sejuani,Azir,Varus,Taric,0
1210,6001-7421,LPL,Suning,Team WE,Renekton,Sejuani,Corki,MissFortune,Braum,Ornn,JarvanIV,AurelionSol,Varus,Leona,1
1211,ESPORTSTMNT01/1315132,CK,Team Dynamics,Asura,Renekton,Olaf,Leblanc,Aphelios,Bard,Ornn,Trundle,Lucian,Ziggs,Pyke,1
1212,ESPORTSTMNT01/1325195,LCK,SeolHaeOne Prince,T1,Ornn,Elise,Irelia,Kaisa,Nautilus,Sylas,Trundle,Azir,MissFortune,Taric,0
1213,6001-7422,LPL,Suning,Team WE,Aatrox,Sejuani,Cassiopeia,MissFortune,Blitzcrank,Ornn,Ekko,Pantheon,Kalista,Thresh,0
1214,6002-7423,LPL,Vici Gaming,LGD Gaming,Aatrox,Olaf,Leblanc,Senna,TahmKench,Ornn,Elise,Qiyana,Kalista,Taric,1
1215,6002-7424,LPL,LGD Gaming,Vici Gaming,Sett,Trundle,Lissandra,Kaisa,Taric,Mordekaiser,Sejuani,Irelia,Kalista,Rakan,0
1216,ESPORTSTMNT01/1325229,LCK,Gen.G,DAMWON Gaming,Sett,JarvanIV,Azir,Ezreal,TahmKench,Kalista,Elise,Pantheon,MissFortune,Janna,1
1217,ESPORTSTMNT01/1325250,LCK,DAMWON Gaming,Gen.G,Jayce,Sylas,Zoe,Kalista,Taric,Akali,JarvanIV,Leblanc,Kaisa,Sett,0
1218,ESPORTSTMNT02/1320736,LCS.A,CLG Academy,Golden Guardians Academy,Vladimir,Sejuani,Irelia,MissFortune,Leona,Sett,Olaf,Karma,Varus,Braum,0
1219,ESPORTSTMNT02/1320753,LCS.A,Dignitas Academy,Immortals Academy,Sett,Gragas,Qiyana,Varus,Braum,Ornn,Pantheon,Rumble,Kalista,Thresh,1
1220,ESPORTSTMNT02/1320781,LCS.A,FlyQuest Academy,Team Liquid Academy,Ornn,Sejuani,Pantheon,Aphelios,Thresh,Aatrox,Elise,Irelia,Kaisa,Nautilus,1
1221,ESPORTSTMNT02/1320811,LCS.A,TSM Academy,100 Thieves Academy,Renekton,JarvanIV,Syndra,Aphelios,Braum,Gangplank,Sett,Orianna,MissFortune,Nautilus,1
1222,ESPORTSTMNT02/1320823,LCS.A,Cloud9 Academy,Evil Geniuses Academy,Sett,RekSai,Leblanc,Ezreal,Braum,Ornn,Elise,Qiyana,Kaisa,Nautilus,1
1223,ESPORTSTMNT01/1315315,CK,OZ Gaming,Element Mystic,Renekton,Elise,Sett,Tristana,Poppy,Aatrox,Sejuani,Neeko,Kalista,Alistar,1
1224,ESPORTSTMNT02/1330868,OPL,Avant Gaming,Pentanet.GG,MonkeyKing,Elise,Ekko,Varus,Braum,Sett,LeeSin,Leblanc,MissFortune,Nautilus,1
1225,ESPORTSTMNT01/1315325,LCK,Hanwha Life Esports,KT Rolster,Renekton,Sejuani,Sylas,Varus,Yuumi,Gnar,JarvanIV,Rumble,Ezreal,Nautilus,0
1226,ESPORTSTMNT01/1315332,CK,Element Mystic,OZ Gaming,Olaf,Gragas,Ekko,Ezreal,Sett,Renekton,Kindred,Ornn,Kalista,Taric,1
1227,ESPORTSTMNT02/1330884,OPL,Gravitas,Dire Wolves,Lucian,JarvanIV,Lissandra,MissFortune,Nautilus,Camille,LeeSin,Leblanc,Aphelios,Braum,1
1228,6003-7425,LPL,Oh My God,FunPlus Phoenix,Sett,Sejuani,Kled,MissFortune,Leona,Aatrox,Sylas,Vladimir,Varus,Nautilus,1
1229,ESPORTSTMNT01/1315346,CK,OZ Gaming,Element Mystic,Sylas,LeeSin,Sett,Kalista,Thresh,Olaf,RekSai,Rumble,Ezreal,Taric,1
1230,ESPORTSTMNT01/1315347,LCK,KT Rolster,Hanwha Life Esports,Jayce,Trundle,Zoe,Aphelios,Taric,Maokai,Kindred,Ornn,Varus,Brand,1
1231,6003-7426,LPL,Oh My God,FunPlus Phoenix,Sett,LeeSin,Leblanc,Caitlyn,Morgana,Mordekaiser,Elise,Renekton,MissFortune,Nautilus,0
1232,ESPORTSTMNT02/1330891,OPL,Pentanet.GG,MAMMOTH,Pantheon,Kindred,Rumble,Ezreal,Braum,Renekton,Ekko,Aatrox,Heimerdinger,Blitzcrank,0
1233,ESPORTSTMNT01/1315361,LCK,SANDBOX Gaming,Griffin,Aatrox,Elise,Azir,Kalista,Taric,Lucian,JarvanIV,Rumble,Kaisa,Sett,0
1234,ESPORTSTMNT01/1315367,VCS,Team Secret,EVOS Esports,Sett,Elise,Azir,MissFortune,Rakan,Renekton,Olaf,Neeko,Kalista,Braum,0
1235,6003-7427,LPL,Oh My God,FunPlus Phoenix,Irelia,Sejuani,Sylas,MissFortune,Leona,Mordekaiser,Trundle,Kled,Kalista,Braum,0
1236,ESPORTSTMNT01/1315374,CK,Seorabeol Gaming,Spear Gaming,Aatrox,JarvanIV,Azir,Varus,Braum,Renekton,LeeSin,Syndra,MissFortune,Leona,0
1237,ESPORTSTMNT02/1330912,OPL,Dire Wolves,ORDER,Sett,RekSai,Syndra,MissFortune,Nautilus,Renekton,LeeSin,Azir,Aphelios,Taric,1
1238,6004-7428,LPL,LNG Esports,eStar,Aatrox,Trundle,Azir,Kaisa,Sett,Ornn,JarvanIV,Corki,Varus,Bard,1
1239,ESPORTSTMNT01/1315376,CK,Spear Gaming,Seorabeol Gaming,Ornn,RekSai,Syndra,Varus,Braum,Mordekaiser,Olaf,Zoe,Ezreal,Yuumi,1
1240,ESPORTSTMNT01/1315377,VCS,EVOS Esports,Team Secret,Mordekaiser,RekSai,Neeko,Kalista,Sett,Renekton,Elise,Cassiopeia,MissFortune,Nautilus,0
1241,ESPORTSTMNT02/1320926,PCS,Hong Kong Attitude,Nova Esports,Gangplank,Sejuani,Kassadin,MissFortune,Thresh,Lucian,JarvanIV,Sylas,Senna,Maokai,0
1242,ESPORTSTMNT01/1315379,LCK,Griffin,SANDBOX Gaming,Lucian,Sejuani,Taliyah,Kaisa,Sett,Aatrox,JarvanIV,Azir,Vayne,TahmKench,0
